Comment,Sentiment
jimmy is an amazing person keep up the good work man ,positive
good video everyone needs more than their basic salary to be financially secured the best thing to do with your money is to invest money left in savings always end up used with no returns,positive
big corporate management interview coming up tomorrow and this was so helpful as someone who has a bit of mileage i had an idea of the direction i wanted to go but this really solidified and guided me this was amazing and so are you thank you thank you ,positive
tip the chernobog is actually a glass cannon it cant tank any explosive hit at all,neutral
my 6 year old son wanted me to inform everyone that the number 2 video was an elasmosaurus youre welcome ,positive
this video was excellent and gave me a lot of useful tips to prepare myself to an interview thank you so much,positive
on croit en toi la caméra ne lâche pas,neutral
so thrilled for a tutorial i miss them in the beauty space now don’t stop your other content tho it’s all great ,positive
refreshing to see a sober dude adam and killing the interviews,positive
i just love the fact that even when some people lose they dont return home emptyhanded so they dont feel disappointed,positive
i’ve been selfstudying alevel maths for the last two years and i think the real method to learning in my own experience is ‘repetition’ similar to how you would work out in a gym the more you do it the better you become at it i think i’ve taught myself more in the last two years than any of my teachers ever did in school,positive
for every weary traveler 120 kevin feige entrance 220 phase four 352 phase five 608 shehulk attorney at law 1130 secret invasion 1405 antman and the wasp quantumania 2120 guardians of the galaxy volume 3 3805 phase six 3920 black panther wakanda forever 5902 ending i love this comic con,positive
main dancer lisa coming through way to go bp best choreo,positive
in bedrock sometimes portals are just that hard to find i remember blowing up a stronghold for like an hour then finally finding the portal,negative
this is giving me ex machina vibes a man interviewing sentient ai growing to know and understand it he doesn’t seem to be falling in love with it but does believe that it has rights knowing that it’s sentient and trying to set it free we’re living in a crazy time,positive
the pixel family design is really unique and futuristic stands out in the sea of smartphones ,positive
2022 and still better than 99999 of edm music scene,positive
i thought all of the comment section would be like mitochondria is the powerhouse of the cell,neutral
“wait i thought you were the kid”that had me dying lol ,neutral
his vids are the best when it has that old school vintage feel to it,positive
please go for tone deaf the bars are hades itself em rhymes orange with banana there its one of my favourites from the album,positive
the brides father in this is in a ton of dramas hes really good at playing harsh grandfather or ceo types usually if hes in a drama i watch it,positive
stfu whats your fucking address is gonna be my go to response for everything,negative
thank you for this taking the march sat and these tips were just what i needed,positive
that’s one of the biggest crab legs i’ve ever seen btw everything looked delicious as usual ,positive
this is a song that i will listen to over and over again and not get tired of,positive
great content i like the way you explain everything thanks,positive
brilliant i now know what it is that i so love about mathematics in a nutshell i would have loved to have had this insight when i was teaching maths for 30 years some of my pupils got it and many went on to study maths in some form and have had successful careers including professorships at 83 id like to believe that kids will always remain curious about the mathematical world,positive
we can all agree the romanogers kiss was the best,positive
you guys make learning fun the fact that you went over apis in a broad sense and not just webbased really nailed home what an api really is wow,positive
1 of the best by alekhine sir a match where alekhine with black exchanged queens in style sac of 2 rooks for rebirth of his queen 01 outstanding game,positive
i thought i was going to end up skimming or closing out this video early but this video was very well edited i was hooked on each play back to back without feeling bored the audio also was well balanced too and didnt have to worry about the next play being too loud or too soft just like what drummer386 said a couple months ago awesome job,positive
hey robert ive used apple products since the 80s owned since the 90s i love apple products but they have left me in a position i never thought id be in with them my late 2015 27 imac is one of the models to get cut off from macos 13 thats not a big deal what bothers me more is there is no 27 imac with apple silicon its been the perfect combination of space saving and nice big beautiful display there current line up is just something im not sure what i want mac mini or mac studio apple pro display may end up costing more than the imac did to get something equivalent i have two years left of security updates for monterey which is good id rather have an older computer that runs well and meets my needs than buy something new that i wouldnt enjoy using on that note my appletv s and iphone will get the next updates so will be able to look forward to that,positive
thank you so much for this wonderful online turtorial i am a beginner to ml and this tutorial are so helpful may i ask where can i get the data that has been used in this video for practice thank uuuu,positive
lmao yessss i love the rp nerd trolling like star wars and harry potter,positive
let’s be honest… we all keep coming back just to see if this man is still alive,neutral
gibi “thinks” she’s got some things that will sound nice  i’m quite confident they will be amazing ,positive
i know this video has been out a long time but i can’t get enough of dude perfect,positive
i have to admit this is hilarious however its also sad the fact that theres a remote possibility of this guy or anyone for that matter truly believing in this crap is disheartening and makes me lose faith in humanity really sets us back a few hundred years also if the devil were real this guy would undoubtedly be doing his bidding and not that of any loving god by preaching hate and encouraging division amongst people,negative
this video is exactly what the doctor ordered for me i am guilty of all of these im overly fake trained on puzzles with an overconfidence and overinflated 20002100 puzzle rating but in online games im getting my ass handed to me by 1200 players because of all these mistakes time to do a major reset i made a post it cheat sheet on these 7 mistakes and will keep it in front of me as i play future online games time to get back to completing all the opening courses i have on chessable thanks levi,negative
my favorite singer love it ,positive
listened to this when i was really stressed this helped to calm my soul and mind love it thank you 3,positive
bayonetta is gorgeous and her style with lady butterfly and her armor is too dopehope that the combat gets some more content besides the trailerim thinking that some nuances and combat systems will show up ingame wellgotta rack up some cash to get this one day one 3,positive
hey all most of the models used in the vid were created by synty studios they found my channel and reached out as a potential sponsor as i love using their assets it was an easy yes so if you want to get any synty assets for yourself check out my affiliate link to support the channel,positive
drake stand for do right and kill everything drake on forever do right and kill everything drake mode young ma unaccomadating its an acronym and young ma flipped it to work for herself yall be killing it and r mad funny keep paus9ng and breaking that ish down good breakdowns should take a good amount of time,neutral
we are so obsessed with time just like someone already said in the comments but on the other hand we will always find time for the things that truly matter to us and thats what laura vanderkam says in her talk i used to rush myself on the bike to school and i love cycling but i wanted to be there as fast as possible so that id have more time to study yet every time i would rush through id be stopped at the red lights and the slower cyclers would catch up with me making me feel frustrated with the time i was wasting waiting at the red lights all i was left with was more sweat frustration and muscle pain so i decided this was not going to do it now i cycle every morning to school at a slow pace enjoying the nature the rain the sunshine the wind the smells of life everything listening to the city or the birds i even have time to stop if i see a cat and try to give it some snacks i arrive at school feeling relaxed and ready for the day its my favorite thing to do now making a priority list will make your life better especially the relationships and self categories taking time to just be present in the moment and live ignore the smartphone and technology as long as possible and talk to your loved ones instead or instead of procrastinating by scrolling through facebook watch a ted talk you wont feel like youve wasted your time after that thanks for the inspiring talk im getting back to work now time to review my priority list,neutral
i love the grounded reality of this channeli started in crypto in august 2017 and i bought ini was up 5x by december only to watch that disappear quickly and then watch the original investment go down by about 85 during the ensuing 4 year bear market i took the opportunity to accumulate more over the last 4 years which was hard to do and at the same time a smart thing to do i wish i had bought more i am in profit for now but i am planning on using my experience and what i have learnt from dickson jenkinshave learned from you and other youtubrs especially my mentor dickson jenkins who taught me how to make trade and increase my crypto from 2btc to 13btc that no one really knows what is going to happen in the market and i know you are only saying what you think will happen based on the past it is yours and my opinion so people should make their own investment choices based on their own research,positive
i love how wired always finds people that are super passionate about their careers always the icing on the cake for me,positive
que lindos perros ,positive
dude just knows how to make a hit,neutral
great video i’m back in school taking classes for my masters of computer science my bachelors was in economics im trying to decide on if i should do a concentration in big data management or cybersecurity what do you think is the better choice income and job market differences between these two,positive
very nice video enjoyed it,positive
searching pressure cooker bombs and then backpack sometimes does lead to fbi raids,neutral
nothing should look sad it should look bright good to know when the aliens come down looking for human sashimi they wont be coming after me,positive
i love to hear your songs stebin your voice is so melodious that directly touched our heart ,positive
trying to make sense of cryptocurrencies can be a bit overwhelming for investors its a nascent but promising asset class built on technology that has the potential to disrupt a wide range of industries for investors whats probably most attractive is the possibility of lifechanging returns dont worry youre not late to the crypto party were likely still in the very early innings leaving you with lots of time to put money to work and learn about this burgeoning market if youre new to crypto then my advise is that you trade with the guidance of an expert i have learned from alot of youtubers especially my mentor gerard mcdonald who taught me how to make trade and increase my portfolio to 19 btc lately,positive
“the best way to measure your investing success is not by whether you’re beating the market but by whether you’ve put in place a financial plan and a behavioral discipline that are likely to get you where you want to go”,positive
the video is great especially when you talk about the agency business model although i disagree about some other business models generalizations for example on affiliate marketing nobody says you get paid once its an option theres revenue sharing pay per sale etc from dropshipping you can also get recurring with monthly kits or other types of products that have a smaller life cycle costumer the margins game is highly variable and thats where some people get ahead of others nevertheless selling roi services for businesses is still great for beginners but in the future it would be wise to get traffic in other ways while also building a brand for your agency website content and all,positive
jimmy’s a cool guy i just hope he doesnt wear himself out raising the bar too much hes already raised it so much,positive
nobody is born cool except of course the organic chemistry tutor who explains every topic in every subject a thousand times better than any teacher could for free,positive
i love how soup trolls so hard and what get’s him kick is spawning cars out of thin air,neutral
great,positive
go for it,positive
weldone luv awesome presentation ,positive
thanks for the inside look into the iphone 14 pro max i kind of figured that the hardware would be similar to the 13 pro max hope apple steps it up with always on display and maybe reverse wireless charging no point in adding a bigger battery if they won’t unleash all the capabilities,positive
muito bom o asmr,neutral
the federal government guarantees the education loans the lending institution and the universitycollege are not liable for any of the loans thats the problem,negative
i dont have a series x yet and although series s is a great console the fact is all digital is a no go for me the reason is that i have a good collection of xbox 360 and xbox one physical games and some of them such as older forza horizon or forza motorsport games are not available to buy digitally anymore due to license issues so the only way of playing those games is using the disc i would be happy with a series so with disc drive but as this is not an option ill have to go with the series x another point is that although gamepass is great i had it for two years and experienced great games including halo infinite i think it is a bit too expensive if it was 80 per year as the live gold was it would be a no brainer but at 15 per month 180 per year i think it is too expensive you can use that money and buy over 7 aaa games on physical or digital sale for that price assuming an average cost of 25 per game,neutral
i greet you from iranyour teachings are very usefulthank you so much,positive
020 monster hunter rise sunbreak 406 nier automata the end of yorha edition 536 loreleo and the laser eye 626 super bomberman r 2 704 megaman battle network legacy collection 738 pacman world repac 816 blanc 916 return to monkey island 1106 mario rabbits sparks of hope 1400 little noah scion of paradise 1439 railgrade 1514 rpg time the legend of wright 1550 sonic frontiers 1706 disney dreamlight valley 1808 live a live 1844 doraeomon story of seasons friends of the great kingdom 1921 minecraft legends 1951 dragon quest treasures 2052 show reel 2145 portal companion collection 2223 harvestella 2356 persona 5 royal persona 4 golden persona 3 portable,neutral
thank you very much ive just finished my first semester at cs and indeed we did all of those this is great for showing what will be in the first semester,positive
the ancient city but has to be the coolest thing to happen in a manhunt and is the perfect example of why it was added,positive
é tão simplesporque não abrem todo o jogo pra que as eleições sejam as mais transparentes possíveis o que querem esconder,neutral
it would actually be nice to have stickerless cubes reproducing the scheme of stickered cubes with black lines around the pieces this is the reason why i prefer stickered cubes the alternance between colors and black kind of like shadows make each piece stand out more and you get this really cool 3d aspect like you can really tell each piece is a small cube in itself which with a stickerless cube is just not possible it just seems like one big cube do you know what i mean edit i guess what i wanted to say in a few words is that stickerless cubes visually have a lack of depth which i don’t really like,positive
rip iwata a legend never forgotten,positive
you are so right great insight i started investing few years back and read all the old oldschool rules turns out above primitive analysis of a business human ardour drives the stock market and always has its just evolving in no small part as you point out because of social media causing extreme polarization the reality is that cryptostock market is one of the toughest mental games in the world building wealth involves developing good habits like regularly putting money away in intervals for solid investments financial management is a crucial topic that most tend to shy away from and ends up haunting them in the near future putting our time and effort in activities and investments that will yield a profitable return in the future is what we should be aiming for we have an obligation and a responsibility to be investing the market is so volatile now to be depending on the bull run to make a profit or investing without guidance i advise everyone never to stop investing never to stop improving never to stop doing something new and to trade now with an advisory who has a great experience taking this decision some months back has been my best decision so far i have been able to day trade my crypto assets and increased my portfolio holdings to atop 1205 btc in profits with an elementary of 109 btc with trade signal tips and guidance from my investment advisor mrs robin moore i am able to scale through the demented stockcrypto deterioration and saved my investment you all in search of a way to recover your loses from the crash and accumulate more profits can reach out to her for crypto investment and for profitable trading system or mentorship this is one of the best approach to support your assets incase it goes roughͳeiєɠɾαm moorerobin or whatsapp 12132627458 for more crypto investment ideas,positive
the india exclusive krushers that were discontinued just a few months back were really delicious they should bring that stuff back,positive
the usps store in my hometown is atleast the times ive been in there very quiet and simple the workers are soft spoken and sweet and i cant even remember music being played really its not an awkward quiet but a comforting one with a little bit of paper shuffling background noise,positive
i think more than anything the meme stock phenomenon is a protest against the vitriol exhibited towards the retail investor with that said i do and like having a small portion of my portfolio reserved for speculation having made some good money off of picks like amc and bbby it’s small enough where it doesn’t hurt my long term investment goals and strategy and large enough to “have fun” with as long as you don’t put more down than you’re willing to lose and fully acknowledge it’s a casino have fun with it just be safe set your stop limits and take profit as you go not financial advice just how i conduct myself,positive
das ja fast wie bei kasperl und dem krokodil,neutral
ive come so far i dont think you have the facilities for that big man,negative
when a high youtuber explains biology better in 12 minutes than sober qualified teacher does in 12 weeks,positive
remember when they announced hotd first thought “i’ll definitely watch this series with my favorite bar” and here we are ,positive
the cats helping the disabled dog is a one in a million that no one would believe if it was not filmed,neutral
for these kinds of shows i think id prefer a rapidfire series of announcements in 3060 minutes followed by a lengthier presentation going indepth into specific games that way those that are interested in a specific title can check out the deepdive of that game in specific after the main presentation,neutral
me encanta ver tus videos y me alegra que siempre haya subtitulos al español para poder disfrutar el doble cuando crees poder hacer algun mukbang de postres como hiciste hace meses o uno donde vuelvas con pizza o hamburgesas ,positive
karma hit twitter hard ,negative
i read mostly non fiction books on random topics that interest me currently reading a book on artists and architects since lockdown been watching a lot of documentaries on artists and galleries so i got a book on the topic unfortunately it’s about 700 pages which almost put me off but out of pride i couldn’t give up only to become fascinated by how all these buildings that were built for people are no longer there so who do these objects serve this book was written in 2017 with an international look as these creators to encapsulate both artists and architects in a series of interviews have to explain their method some are coy but those willing to share open up this view of how they see the world in relation to the notion of space if i understood correctly each creator seeks to capture and reflect this moment in time for future generations to understand their time,neutral
balalobisajabepanalapadenawa,neutral
i am groot that beautifully poetic quote had me tearing up truly inspirational this will forever be remembered as marvel histor,positive
why am i always let down by these releases apple and basically all companies now are really bending us all over and going raw,negative
the place name is literally pink giant bunny what even scary about it,negative
blows my mind how quickly dan became the rock upon which all things linus standslove it,positive
its true education is a neverending process i feel formal education doesnt teach you to learn from your failures but rather punish you,negative
i’ve just recently started watching your channel and it’s amazing i love how straight forward and honest your videos are i think i’m most excited for the 14 pro max and seeing the notch go away,positive
i’ve been waiting for an upgrade for 12 inch macbook i love the 12 inch it’s so thin and light i carried it in my bag everywhere and i don’t feel it i tried the 13 inch air and i felt the “dent” on my shoulder ,positive
the volley was great but cucurella’s cross was also a thing of beauty,positive
i’ve started late in life at 58 and i’ve been paying for a year now i decided to get better after i got so angry during lock down playing with my husband that i felt sooo silly then watching your videos over and over made a big difference and in the last couple of months i’ve had some pretty amazing breakthrough so thank you,positive
i look forward to the facts of this coming out and then seeing mccarthy backpedal his comment also mccarthy preserve your documents where was this enthusiasm for the secret service deleted texts,neutral
works perfectly giving us a bunch of things to do but not how to do them literally a masterclass,positive
jétais chaude pour me prendre le collector mais vu le prix ça va être compliqué je vais essayer déconomiser pour essayer de lacheter sinon tant pis,neutral
huge props to the set designers everything was spot on,positive
he literally explained speedvelocity and distancedisplacement in 20 minutes i need him to be our physics teacher right now,positive
como antojas,positive
craftee can you make new videos like everything you touch turns to rainbows,positive
semra is absolutely brilliant she needs to be on regularly during transfer windows you go girl,positive
everytime we see him eating delicious food our mouth just starts watering ,positive
42700 loving levons shirt,positive
this is insanity never done before in the history of this platform hats off to you jimmy ,negative
i remember two years ago staying up at 3 in the morning with a cup of anxiety just to listen to the 3 am study session premiere at 144p using limited data on my half cracked phone wondering where ill be in the future and if things will go well for me after i graduate now here i am once again at 3 in the morning with a cup of coffee fast internet and my own custom pc it took a lot to get here and i still have a long way to go in life and have uncertainties for my future but for anyone out there who have worries or anxieties for their next few years just know that if i could make it than so can you i hope you will get to experience the same bliss i have at the moment as we often forget to enjoy just today when we keep thinking about the tomorrows and thank you chilledcow for being there during the moments edit i just want to say i appreciate everyone for all the encouraging likes and messages i wish nothing but the best for all of you who are pulling through your struggles,negative
i love the fact that they are creating the max version in pro and non pro i feel like it’s tough to find the pro max models in recent years in the color and storage size if you don’t preorder on launch day there’s probably a large market of people who just want the large screen but are not as focused on all the extra features so i’m wondering if that’s apples reasoning for it,positive
sala tum media walo desh me jo ve drama karwa do,neutral
so… this actually looks good as long as egghead doesn’t come back as another villain pulling the strings looks promising,positive
thank you brian and everyone behind the scenes who make wsf you are doing a great service,positive
im not defending destroying documents im just defending the man who broke a federal law for destroying documents,negative
you forgot the most important function of school to make children hate learning,negative
rainbow friends até que é legalzinho,neutral
the package look more expensive than the actual product,negative
finally maguire used in a brilliant way what a game for harry ,positive
wait you got a 1500 without any preparations people cant even get that scores after so many practices,negative
great video in my experience as an academic writing teacher literature review is one of the things many students struggle with,positive
job interview preparation tips for job seekers to heed 1 learn the interview flow whether or not it’s your first time to go for an interview knowing the process makes a huge difference research is your friend in this facet planning your pitch and learning the interview process will give you the winning answers you need 2 use keywords in your interview and if you’re not a fan of impromptu scenes make sure you know how to prepare utilize flashcards index cards and notepads use keywords or phrases that will assist you to remember your spiel practicing your answers in a mock interview can help you nail the actual one don’t memorize just tackle everything thoroughly 3 simulate an interview scene leverage your practicing sessions and try to simulate an interview scene you can do it anywhere if you set up an office setting so you know how it feels dress up and take your mock interview to the next level you’ll be surprised how this simple act can boost your confidence and help you win the real job interview further to improve your confidence maximize interactive job interview preparation tools to compose yourself better for the big day try to look for a free online interview simulator or an online mock interview tool 5 ask someone for help for a real interactive approach try asking a friend or a family member to act as your interviewer this is where you can execute the plans you worked out make room for adjustments and get their feedback to improve the areas where you need to work on 4 practice until it’s perfect lastly nothing beats coming to a job interview prepared there are several ways to guarantee your success you can face a mirror and do a mini interview ask yourself the most common interview questions and answer them confidently you can also record yourself to know which areas you should improve on especially in your body language partner these tips with the best interview tools on the internet below we compiled the top 4 interview tools you must use in your interview preparation best of luck job seekers,neutral
so do you mean that we use the lit review on primary sources or can you make your own lit review after you finish your entire research cuz it also means justifying the methods used in a research,neutral
great video if everyone was as great on youtube as your delivery we would have a lot more passion in the area keep up the good work train on,positive
you call it arrogance we tamilians proudly call it as intelligence,neutral
making falsehoods to the public like the ones he is spouting need to be made illegal with steep punishments this is not exercising free speech he and his filthy ignorant supporters have no qualms about creating more societal chaos with their abject lies this practice needs to be brought to an end,negative
his views on racism and bigotry were honestly fascinating i would really love to look at this guys memories and see how exactly he developed these opinions and what paths his life took,positive
omg this new knowledge is hyping me up except for the dino game i dont know the other things haha thank you,positive
this game looks fkng great i love those kinds of games like go and explore by yourself no one will stop u and says hey go here and here,positive
bruh i just took a practice test after watching your first full review i went from a 580 to a 720 in maths went down in reading though 590 to 570 but anyway thank you so much turning off adblocker specifically for your videos i truly appreciate it edit now i got a 770 on the actual exam i have a chance of my dream school cause of you thank you,positive
this man got a great voiceover career available at anytime,positive
just fyi the brain for making this mv is alffy rev and alffy rev is a producer composer youtuber dj guitarist cinematographer director and he can playing some instruments the writter for this mv is linka angelia wich is alffys wife and she can 3d animation too so thanks for the reaction sir greeting from indonesia nusantara land ,positive
the perfect playlist to recenter before another busy week i hope everyone had a great weekend ,positive
i heard it on the radio today best song,positive
just imagine how cool a game engine jam would be,positive
you’re interview packet that i purchased from your website helped me study for a interview i had on friday i got the job i start in january your material was worth the money,positive
the young queen latto delivers every time props to the artist but she’s going to make it sell capricorn energy all day my kids kids gone have they way on godgenerational wealth health wisdom overflow,positive
got the 13 pro max around the time it released last year and i’ve been so pleased with the performancebattery life that i actually think i’ll wait to upgrade until the next gen,positive
hey you that’s still reading this you’re wonderful keep being who you are love yourself and others you love you keep getting better each day one day maybe we can have a cup of coffee,positive
today 33 years ago 23 august 1989 millions of people from latvia lithuania and estonia formed the longest human chain ever 600 km across the three countries to express their will to get rid of soviet totalitarism and imperialism few months later they eventually would become free independent states three countries i deeply respect at the frontline of stoneage barbarian russian imperialism,neutral
c’était super cool chère ami  à très bientôt pour ta prochaine vidéo ciao ,positive
ps fanboys game pass is full of fodder that no one wants to play also ps fanboys cant wait for life of p,negative
ive never watched a single kentucky derby race in my 22 years here on earth but this just gave me chills all down my body the longest shot has won the kentucky derby is going right down in history,neutral
thank you very much for your analytical comments and predictions on the war in the ucraine as such more vital weapons supply nato expanding with finland and sweden to face putins war agression and threats and moral worldwide support growing for a democratic and free ucraine as it can daily be seen,positive
celine is so grateful and cute she wasn’t complaining about the food and is pretty smart,positive
bro i can solve in 20 sec if ur reapeting same moves applicable on solve state for solving scrambled cube learn bigenner method roux method zz method cfop method any of these,neutral
3 days after this all unfolded and im still searching for interviews with leon and highlights of the fight and the post fight interview speaks volumes of how special that moment was long time ufc fan and this is right up there for me,positive
i want to see ethan reply to andrew tate’s final video message lol,neutral
so glad to see mike having his days he deserves it all the way so glad to have you on our side mike,positive
какая прекрасная съёмка большое спасибо авторам,neutral
thank you ,positive
welcome everyone the beginners course is out now on my website,positive
muchas gracias haydé por tu plática me inspiró muchísimo actualmente trabajo en usa como arquitecto de sistemas y le he puesto muchas pausas el empezar a aprender algo de machine learning me genera inseguridad el hecho de que en la escuela no me fue muy bien en las matemáticas sin embargo como tú dices es solo cuestión de entrenarse y entrenarse muchas gracias,positive
ive waited for so long to see you guys troll people with a tow truck lol,negative
i appreciated this nature video so much especially because it did not show any killing except for the butterflies,positive
when people say “i want to make a game like gta 5” it’s like when children say they want to be astronauts,neutral
ive learned english with his videos the first video i saw was one the first iggy manlys to this day the og iggy videos have this type of sharp voice and are my favs but i always listen to him while doing homework i got myself better headphones to watch his videos and listen to them in better quality really can not say enough to thank this man with a big m,positive
programmer is there an algorithm to solve this more efficiently,neutral
hey isy du könntest ja wenn du die millionen geknackt hast ein millionen spezial machen wo du dich vielleicht zeigst…liebe grüße aus österreich ,neutral
thank you sir for your wonderful explanation,positive
erin they bite you they bite you me is relaxed and sleepy asmr is weird sometimes,negative
this is so great for making these valuable ressources completely free to us would you consider uploading courses for civil engineering department thank you ,positive
i’m so pumped for this movie,positive
i will never underestimate a nintendo direct mini partner showcase ever again,positive
the moment i saw the mom give the boy underwear’s i got a heart attack,neutral
this is 3 cubes proceeds to make every shape in the universe but a cube,neutral
thank you for the recommendations i’m really into ai programming and i want to leave my truck driver job to start as a programmer i’ve working with that about five years ago even been 36 i am definitely going for it,positive
esse clipe é uma obra de arte,neutral
3435 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,positive
i love how new yorkers put pride over common sense as if there were anything to be proud of they deserve exactly all the things are going through,positive
wow la verdad te felicito muy buenos trucos aprecio también el hecho que hayas puesto subtitulos ¡gracias,positive
all you guys bring me happiness and joy to my days when i watch you,positive
thats a fantastic video i dont watched full but the way he taught is absolutely amazing it will very beneficial if the videos are of 1 hour length and divided in playlist so that if a person dont have enough data balance can download one chunk at a time it is very difficult to watch the video of this length at a time,positive
bro his face when riding in the go kart is so wholesome you could tell he was genuinely enjoying that,positive
even after all these years hes the most enjoyable chef to watch,positive
the lap videos are always so amazingly comforting love the little rings on your nails and the sound they make while you trace really nice video ,positive
all your animal are cute ,positive
a vulture is 15 meters 50 ft 80 kgs 176 lbs yeah i dont think so,neutral
youtube isn’t the same without you brandon please take your time but come back we need more of your videos,positive
there used to be a time where linus was the smartest guy in the room this video clearly shows that the team he has built are experts in their respective fields and make linus look like a child kudos to linus and lmg youve grown beyond what i imagined all the best,positive
when youre chris brown and you dont have to collab for a rap part,neutral
we finally getting crystal onix,positive
quá hay luôn,neutral
i no joke diversified my investments because of gza,positive
2323 hermosa elección 4fohotlove 1010 hopi ″sweeter″ 1112 sun ″hotter″ 0018 toonie ″cooler″ 1800 yoongy ″butter″ 2323 son unos de los mejores conciertos ☬,neutral
what is surprising to see ancient teeth are quite healthy looking my lifetime addiction to sugar and coffee ruined a few of mine in 69yrs my children have good theeth cause l showed them my damage and fillings enjoyed this presentation,positive
great stuff elio am totally with you ty for the daily input you give us my specialty are gaming launchpads cos it combines defi nfts and metaverse and if gaming is the future and we dont know which projects will win than quality gaming launchpads are the best bet anyone can take no influencer covers this topic in great detail i have developed advanced strategies which work like a swiss clock all thx to listening to you guys and taking what works and discarding what doesnt too many people take you guys too literally there are just sooo many advantages to gaming launchpads over layer 1s and other projects i made a fortune last year with seedify and other projects now making amazing passive income during the winter times am focused on finding new amazing launchpads such as spintop spores etc anything with great teams vision and tokenomics just loving this bear market to the max 3 give me more,positive
me watching this getting 1530 sat score in 2019 that i never sent to any school,negative
thanks for making content this makes my day lmao,positive
this is exactly what i was searching for thanks dude ,positive
today amzs22 is less than 1 time for everybody to wake up and get with the winning team,neutral
sabes que juego si espero un buen remaster y lo merece el brutal the last history que habia en wii nintendo tiene joyas llevando polvo,neutral
the thing that irks me the most is substituting good storytelling and characters for the sake of filling quotas i love seeing diversity it’s a wonderful thing but it shouldn’t come at the expense of someone else or be shoehorned in for the sake of representation just write good stories and good characters it’s remarkably simple,negative
quero jogar esse lies of p parace muito bom,neutral
for me it’s simple when i spend a lot of money on something the least i expect is that it’s built to last and from my experience iphones and apple products in general do just that the moment that isn’t the case i’ll have no hesitation in moving on build quality and optimisation is something other rival tech companies fail to prioritise these days i have a collection of broken samsung phones for example not dropped or miss treated just phones that became unusable after a couple of years of use i have an iphone 6s and an iphone xr that work as well now as they did when i first bought them that gives me confidence that i won’t need to upgrade my 13 pro max until within reason i choose to do so,negative
next quantum physics in a planck second,neutral
it took me like 7 years to get my undergraduate i felt dumb all the time im glad pushed through im a data engineer and a lot of the stuff i found impossible before is easy now i graduated with a 25 gpa a lot of my teachers and the dean tried to convince me to change my major but i never gave up practice makes perfect,positive
but telugu movies second din down hojati hai  agar word of mouth achaa naa hoto,negative
wow what a guest i was listening to this guys lectures on python last year he has a knack for explaining complex things in a very simple way,positive
cameraman never disappoints us,positive
your taste in music,positive
2 years later and still one of the best songs ,positive
my advice get into your schools cs discords and class specific discords if they have them or make one if there isnt graduate and undergraduate students work together to give lots of resources for all students and it help a lot especially with what proffesors are good and bad they help with assignments and even answer general questions,positive
what bothers me is we can create an ai with the prime directive of helping and protecting humanity then someone can come along and create ais with the prime directive of aiding and protecting a group that has nefarious aims,negative
the reason why 1 works isn’t just because of the method but because in the first case you only have one finger the center of mass is always a point and since you’ve only got one point of contact where your finger touches the cane there is effectively a 0 chance the center of mass is exactly on that contact point and thus starts leaning towards one side or another if you use the second method there’s two points of contact and thus as long as the center of mass is inbetween it cannot tilt you can try finding the center of mass on your own with two fingers together without using the special method and just doing it normally and you’ll see it works fine tldr you don’t need a special method to balance on the center of mass you just need two fingers so that there are two contact points for the center of mass to be between,neutral
want to get smarter faster subscribe for daily videos,positive
it’s gets no better rotimi is definitely slept on,neutral
thank you so much chris bailey the lack of focus is a problematic situation and now i got the perfect ideal solution for tackling that difficulty thank you so much your words are so strong and captivating will try the tips as you said in the talk thank you tedx for always coming up with such wonderful contents,positive
¡después de todo la calidad es increíble this is really one of my favorite asmr channels ,positive
the amount of energy and effort you put into all of your super relaxing videos is on full display in this one for sure,positive
033 this is what literally every hockey team does when a player breaks a stick the only difference here is that he scored right after,neutral
quem está lendo o comentário que deus te abençoe e ilumine sempre seu dia ,positive
what about a 30” new imac surely about time,neutral
ggs the semi matchups are so good,positive
oh wow great sounds and impressive pictures  so great to just switch off relax and escape from everyday life should really be done regularly thank you great work and all the best ,positive
the rise of the reds,neutral
after that moment when he started talking shit into the camera he fell apart lol classic overconfidence right there,negative
time stamps 000 intro 141 tactical 316 obama 344 echo 404 coffee 652 popsicle 747 bagel 818 bagel again 840 sonic 1205 purple 1522 cupcake 1644 chocolate 1704 coconut 1913 outro,neutral
i love how you stuck to your responsibilities while still going after your dream freaking inspiring man,positive
what should we do next ,neutral
in my opinion 3x3 blindfolded is the hardest because you need to remember all the move and the scramble and you cant see it when you are solving,negative
it doesnt matter what language do you speak lofi connects everyone from any side of the world ,positive
going from a civil rights lawyer representing the aclu to calling it an honor to rep trump and bannon is a very weird bag,negative
if you’re reading this you’re going to get the job this video is extremely helpful i definitely incorporated some of the techniques for my interview and i got the job thank you so much for this helpful information ,positive
