Comment,Sentiment
hank great video as always one question you seemed to make a point of mentioning more than once that protists are unicellular yet i was under the impression that protists being the grey area they are as you mentioned include all eukaryotes that are considered neither animalia plantae nor fungi i was also under the impression that some of these protista are indeed multicellular kevin,positive
honestly i think having the perfect amount of thermal paste is what did it ,positive
meliscim artık ergenlik çağında değilsin güzel olduğun halde burnunu dudaklarını beğenmiyorsun çok güzelsin doğalsın kafanı takma ezgide çok güzel hep böyle mutlu olun iyi anlaşın gerçek arkadaş bulmak çok zor,neutral
headphones in relax and enjoy this chill one ,positive
its like netflix for history sign up to history hit the worlds best history documentary service and get 50 off using the code timeline,positive
this song never gets old no matter how much i listen i never get bored,positive
this game was very emotional for me the way we have played in recent seasons has been frustrating still early but this could be the start of something great,positive
almost every industry is going subscription based why wouldnt gaming its going to happen and at least microsoft is at the helm and doing it right i feel completely respected as a consumer and it seems to me to be healthy for gaming,positive
where do they find these people ive sadly thought that everyday for 6 years,negative
well just yesterday we had a brawl involving 25 people in broad daylight and infront of the police station and today one guy was shot in the back and we had a hit and run just before i saw your video i was saying to myself its becoming like the wild west lately yup theres been an upscale of violence,negative
i cant even tell you how much more i enjoy using tensorflow 20 than i did using the previous versions thank you for all the great improvements a special thank you for tensorboard a very useful and fun tool,positive
taka might just be my favourite chef that’s been on this channel which is impressive since i have many other favourites he’s so engaging and i felt so welcome to try out what he’s teaching us i’d love more videos with him,positive
i started making game yday second attempt here too 1 year ago i tried and failed and im so happy when i heard that what im going through is normal its really hard to stick to something nowadays and when you said something about making game simple so you dont quit i really felt that lmao anyways good luck on making gta 6 in 2023 mate,positive
the hand thing that lisa jennie and jisoo did at rosés part was sooooo satisfying,positive
música foda clipe bem produzido não sei como não tem mais acessos,neutral
pretty cool video you explained with humour how is a so huge number possible well done ,positive
like 6 months ago i was level 60 but i solved the magic volcano with no help and solved the sudoku cube with a tutorial which automatically made me level 100,positive
1 “one of the darkest historical mysteries” … really do you know how many ships have been lost of the last 1000 years,negative
the camera people deserve our appreciation ,positive
why recreate adversity im definitely part of that subgroup against bonsai its crippling trees for just aesthetics and theres also some weird control issues to unpack around it just get some plants that are good for your local wildlife,negative
pspace problems common in planning are arguably harder as tsp is only nphard,negative
i highly suggest listening to this multiple times each time i listen to this it hits different my understanding expands hope this helps someone…,positive
when you start telling the audience how to feel about the character see super girl e1 you have to doubt they will succeed at showing us a compelling character,negative
james and lucy are hilarious the way he turns and menacingly stares into the camera and goes “get out” and then lucy going “there is something wrong with your computer you have a computer virus”,negative
i also know that,neutral
dude thank you so much for providing this information for free on youtube im not a biology student amateur nor do i have anything to do with it career wise but i just like to have knowledge and i watch your videos multiple times and i still do its people like you and sal khan from khan academy that make this world a better place i can learn anything i want without going broke lol thanks once again,positive
you made chess 2 this is brilliant,positive
all jokes aside this series is absolute gold,positive
this is the some of the best math help i’ve ever found for the sat,positive
for the farm you could also mix in different crops or place a few flowers in the field tall flowers look the best,positive
715 edge of the cloud 930 hydrogen fuel cell 1100 star link 1245 ai gpt 3 14 50 lithium ion battery 1720 block chain 1950 quantum computing,neutral
this is a really good episode lots of great moments the son getting excited about his dad standing up for himself the owner secretly shaking the pan while handcuffed the owner eating the plants straight from the pot a fun time,positive
to the students out there in nursing school or med school stay strong  study hard and stay positive you got this ,positive
mình đang làm lập trình viên cho công ty rtos chuyên về tên lửa xe của mỹ là integrity,neutral
o dudağının altına sürdüğün farı bida sürme lütfen resmen kararttın o bölgeyi,neutral
im glad soup is doing more rp again its what brought me to his channel on the first place,positive
why do i start crying every time this plays no reason i just do i love this song,positive
the sound first of all i love your background it´s absolutely ethereal otherworldly and i love the delicate crisp sound the whispers are magic and every trigger gives me so much tingles it´s almost more than i can handle haha you never ever disappoint you are so great i just wanna hug you ,positive
i cant be the only one whos addicted to watching ddd clips,positive
let’s be honest nun of us had any business listening to this song at a young age ,neutral
arianas voice is so clear ,positive
respect to lakeyah fr she is truly flourishing and big latto killed her verse per usual 3,positive
grandson grandpa whats the most important thing in life jj as a grandpa trolling people on zoom,neutral
and its now as of move seven that we have a completely new gamewho else likes this line from agad ,positive
enjoying the new direction my tattoo didn’t need any more new prodigies ,positive
smoke chill lofi hip hop mix stress relief relaxing music,neutral
この作品、というかアニメのop、音楽、映像、魔女の旅々という作品…opとしての構成要素の噛み合い方が凄まじいと思う。 この曲も聞けば聞くほど惹き込まれる。 こんなに綺麗で魅力的な作品初めてだわ。,neutral
my biggest problem so far with my 6 has been that the sensors don’t read over the tattoo on my left wrist so i have to wear it on my right on my left wrist quite a few features don’t work if they fix this in 8 i will by the biggest best model that they have,negative
my respect for infographics channel just skyrocketed this was so well researched and heartbreaking af please dont cave to any pressure to remove it,positive
terima kasih infonya kak,neutral
ive been making games for about a year now and thomas has been making them for about 10 years so thats about twice as long david,neutral
okay j that 130 was definitely worth it i might get me one a good buy for a traveling tech head,positive
these people spending all this time and money to try to find dirt on trump is getting old,negative
im an architect i never wanted to study literature i love reading books and discussing them in a superficial level because i dont know enough as a lit academic of course but sure as hell i enjoy listening people being so enthusiastic about it the love you people show for words just like i do with architecture we love nature and humanity and just im so glad people love and work with art,positive
the best part about his style of teaching is the storyline and narrative visuals he doesn’t just point out and explain he makes you understand the whole biological process regardless how abstract the concept is he paints a picture that you will remember and that in itself is a true talent ,positive
i like how she feels rather upset about it being just an inanimate toy again but still feels proud of herself from being able to solve it that last glance out the window tho the little details,neutral
i just wanted to say thank you for making such amazing content we notice all the hard work you do and appreciate it so much,positive
how much courage do you have to have to troll the police,neutral
ive listed the links to all the free software mentioned in the video ill be updating it frequently with your recommendations as well make sure the check out the description for the full list,neutral
watching this is making my nose run like im eating it ,negative
as an artistwriter myself it has always been a hobby of mine and now i want to turn it into a fulltime passionjob but i am currently in college with my psychology degree because being an empath is also comes natural to me and i want to help people so i have a lot planned for the future and hopefully i’ll have a work published in less than a year and a half,positive
you put our national hero vlad tepes on your stupid list of evil kings vlad was a hero who fought for his people and country against the ottoman empire he was betrayed by the nobles and spend 12 years in prison in modern day hungary yes his methods were cruel but he never punished innocent people,negative
whoevers reading this i pray that whatever youre going through gets better and whatever youre struggling with or worrying about is going to be fine and that everyone has a fantastic day amen,positive
lets go its another pog collab of walli and preston i love how preston breaks wood with shears lol,positive
i like how you designed an ugly room into a beautiful bunk bed,positive
spiderman freshman year looks so promising and exciting i really wish it was mcu’s spiderman 4 ,positive
just finished watchingwonderful episode brilliant subject matter relaxing intriguing music exquisite cinematography lee perry has such a commanding presence as narrator yet calm serene animal armory series has quickly become my new favorite thnx so much for this lovely program perfect for rainy day in ny  ,positive
the best times historically to buy bitcoin have been when most people were scared to do it guess that is happening now,neutral
2037 só podia ser o iniesta pra mudar a história hajahajahaja,neutral
thanks for the new upload you always have new pictures from the wars i havent seen yet and some that i havent seen an explanation of im very glad i subscribed to your channel ,positive
a year ago i used this video to explain to my class what artificial intelligence was or something like that i dont remember since i live in mexico i had to translate and explain everything thanks for the video i learned my classmates were entertained and i gave my teacher a good impression,positive
van djik turned into mcguire in the first goal of manchester united,neutral
who doesnt know repeat any moves serveral times on a solved cube and you will solve it again,neutral
definitivamente supero mis espectativas muy bueno excelente,positive
hermosa elección 18kissxuno de los mejores conciertos  2222 senada hermoso 2222 megan hotter 2222 hopi sweeter 2222 yoongi butter 2222 amor momentos 2222 alfiora preety 2222 alana awesome 2222 joonie cooler 2222 son unos de los mejores conciertos no puede ir pero de tan solo verlos desde pantalla se que estuvo sorprendente zifn  1555 son unos de los mejores conciertos ,neutral
“tear drop on the floor you’ll get your feelings mopped” ,neutral
 15098 bonus   join bitget ►►  get up to 6888 bonus use this link  bitget tutorial  phemex bonus ►►  get up to 4100 bonus use this link  phemex tutorial  bybit bonus ►►  get up to 4110 bonus use this link  bybit tutorial do not trade on any exchange that prohibits trading from your geographical region  market cipher indicator ►►  trading view charts ►►  ledger nano wallets ►►  ledger nano x tutorial  btc altcoin trading bot ►► free trial get 10 off by using link above  unstoppable domains ►► brave browser ►►  elrond maiar   “crypto zombies” free telegram ►►  intro credit  timestamps 000 intro 154 bitcoin analysis 510 short squeeze 626 spx dxy 720 all eyes on friday 835 pce report 920 breaking news 1123 tornado cashopen discussion 1650 final thoughts   subscribe to backup channel here  follow me on twitter ►► join the telegram ►►,neutral
i already know this is going to be hilarious ,positive
really every movie lover wanted and waited to see this type of interviews ,positive
what a great actor i hope he gets paid lmao,positive
just a little note for those who are frustrated and are unable to improve your sat score it is not the end of the world my sat score was 1250 but i focuses a lot of my supplements and other parts of my application and i was able to get into my top choice school nyu so don’t lose hope and give it your all,positive
babe quick milkmansteve just uploaded,neutral
i love ur editing and also wow when you just look at a cube you don’t think that there’s 43 quintillion combinations cool,positive
ritesh why are you charging money for your sat notes no bro this is not the way i cant use your notes now,negative
this is the cubing channel i watch so that my parents won’t ask me ‘what’s that’,neutral
need a hint for the 3rd trial please,neutral
i love sleepy sessions everything is perfect even the fact that you are so beautiful it helps me relax,positive
im glad i got into crypto when i did because it’s been a turning point for me financially been my best decision so far,positive
you are just such a cool dude the trips your crazy roof walks the music one special person ,positive
thor el único en tener 4 películas individuales en el mcu hasta el momento,neutral
what a dream it would be to be able to actually communicate to orcas at some point communicating with other intelligent species is so huge,positive
lets all appreciate the content of this man and his crew makes its just a masterpiece imagine whats hes gonna doing in the future ,positive
dont stay awake for too long dont go to bed ill make a cup of coffee for your head itll get you up and going out of bed yeah i dont wanna fall asleep i dont wanna pass away i been thinking of our future cause ill never see those days i dont know why this has happened but i probably deserve it i tried to do my best but you know that im not perfect i been praying for forgiveness youve been praying for my health when i leave this earth hoping youll find someone else cause yeah we still young theres so much we havent done getting married start a family watch your husband with his son i wish it could be me but i wont make it out this bed i hope i go to heaven so i see you once again my life was kinda short but i got so many blessings happy you were mine it sucks that its all ending dont stay awake for too long dont go to bed ill make a cup of coffee for your head itll get you up and going out of bed yeah ayy ayy dont stay awake for too long dont go to bed ill make a cup of coffee for your head itll get you up and going out of bed ayy yeah im happy that you here with me im sorry if i tear up when me and you were younger you would always make me cheer up taking goofy videos and walking through the park you would jump into my arms every time you heard a bark cuddle in your sheets sing me sound asleep and sneak out through your kitchen at exactly 103 sundays went to church on mondays watched a movie soon youll be alone sorry that you have to lose me dont stay awake for too long dont go to bed ill make a cup of coffee for your head itll get you up and going out of bed dont stay awake for too long dont go to bed ill make a cup of coffee for your head itll get you up and going out of bed dont stay awake for too long dont go to bed ill make a cup of coffee for your head itll get you up and going out of bed dont stay awake for too long dont go to bed ill make a cup of coffee for your head itll get you up and going out of bed dont stay awake for too long dont go to bed ill make a cup of coffee for your head itll get you up and going out of bed,neutral
i had my second project planned before releasing the first game which helped me skip that depressing stage after releasing theres really no happiness at the end of the road no matter how many sales you make so gotta enjoy the adventure and hop on the next one right away,positive
this was highly requested feel free to leave questions in the comments below  0000 introductionmy scores 0056 whowhatwhenwherewhyhow 0525 sat test portion 0708 study plan books resources 1102 sat subject tests and psat,neutral
that sucks i remember playing the actual game pineapple pen it was always frustrating when i didn’t get pineapple apple pen,negative
i love how two male lions express their love and frienship to each other,positive
wow im so excited for the future alongside flying cars 2000 is looking to be rad,positive
back when i was learning to code i didn’t know anything or what to do and how to do it i asked a friend of mine how i could what books i should read etc first thing he did was stop me in my sentence and say “you don’t need to research all these functions and data structures and take notes from textbooks you just need to know what is possible” and that really reasonated with me because once you know what is possible you can think of a problem and as the video states “learn by doing” my friend said to work i’m projects i want to solve or replicate and implement what i have learned that way rather than sitting around reading these books,neutral
likezão aqui lua e partiu assistir mais esse vídeo relaxante e maravilhoso,neutral
great this is one of the most wild raw videos i have ever seen beautiful animals spectacular scenery amazing music,positive
after the gfc we adopted mmt which basically means the only way to keep the economy going is to pump money into the m2 money supply fiscal stimulus lower rates etc with this change the boombust cycles have become more frequent and dramatic the emo chick is right things did change after 2008 and the economy changed and will change again as part of the rest inflation isnt our biggest problem with mmt but deflation will be the killer,neutral
your challenges are insane and super entertaining keep up the great ideas,positive
might not have world class quality but they have world class commitment pressing and energy very fun and promising performance,positive
not only does he eat the food he shows us how to make it he is taking asmr serious and bringing it to the next level keep it up zach,positive
i collected many books in my private collection which described ancient or the modernity of social class many literature books and even modern varieties are ancient statue books which are resolvable when including digital funding approaches these dilemmas of history and authors still contained there made notice how fermented literature problems are there in this genre with desceptive and complicated writing most of these author problems are about lacking taxation for their publications and can all be solved with basic cultural sufficiency the only books left clearly are books of biological axiom measurement and important areas the rest is left in boring light if the hysterical problem always has the same solution you will read these admirable criticisms untill you start to complain for your justice and indicate in the ecosystem the only thing you notice is that the same countires and ecosystems require your depth and a basic sufficiency in more publications,neutral
worker retention is one of the best indicators of a good workplace ivy league schools like harvard princeton and yale have very high retention rates 9799 for employers its airlines banks and telecom companies,positive
ima get it all back in blood or whatever poohshiesty said ,neutral
great job jayne,positive
keep in mind that real ice cubes can absorb 45 times more heat than steel ones so it isn’t consuming as much heat and might burn you if your drink was above 60 celsius about i didn’t do the math water can absorb 9 times what steel can even,neutral
a moment of silence for those kids who thought this was about animals ,neutral
despite being a brony i find this hilarious though i find the cartoon horse program funny also so theres not accounting for taste i guess,positive
whenever i go to a place that doesn’t take apple pay doesn’t happen too often it’s such a drag between ‘contactless covid’ habits and my getting the apple card i’ve gotten so used to apple pay that i get seriously annoyed when a store doesn’t take it it feels like a shock it’s crazy how quickly it took over my shopping routine i’ve officially been brainwashed by apple because now it feels so inconvenient to even carry a physical card in my pocket,negative
bro minecraft lakibloek mod poduga,neutral
wow i was wanting this type of video only in which i could revise all the basics of machine learning thank you so much for uploading this,positive
this is truly a masterpiece man i love the blend with the clean vocals and the very catchy chorus,positive
my husband looked at me in horror near the beginning of the video when i remarked i had not read any plato he then insisted i must read platos apology as a good start klavan then recommended platos apology guess im reading platos apology,neutral
excited for next eps ,positive
such a nice guy makes it so we dont have to suffer from messy set ups and even let us have the first bite d,positive
this is one of the best suits in spiderman history and its a welcome surprise seeing it in spiderman no way home when andrew garfield was wearing it in the movie if this suit ever makes it in spiderman remastered officially itll be just amazing seriously no pun intended ,positive
2152 im pretty sure that wouldnt be enough to destroy his plan if lets say one of the three people with the wall managed to answer the question correctly thats still 2 options eliminated and with how fast shirube came up with his first plan he had more than enough time to devise a second test to figure which of the remaining two directions was the correct one,neutral
taking the sat on saturday good luck to everyone else who is doing the same,positive
it was good explanationthank you,positive
the end of the cold war brought an end to many of the proxy wars through which the two sides struggled to exert their influence,neutral
magnus’ reaction when ludwig does a bad move or blunder is comedy we need more magnus and ludwig collars edit i hate autocorrect,negative
winning a high level tournament while chilling and enjoying a comedy podcast magnus seems to have found the right combination of workchill,positive
hi richard thank you so much for all your help i wrote all seven questions down and rehearsed them many times to ensure i delivered my answers with confidence i have aced my first interview and received a job offer today keep doing what you do you have helped millions people like me,positive
haven’t watched this channel in a while and it’s honestly refreshing to see this level of excitement on youtube  makes me feel giddy which i haven’t felt in over 10 years,positive
finally someone actually made the live action shrek movie no one wanted,neutral
i didnt even exist but i want to go back in time so bad and live my teenage years like this ,negative
i use to buy bitcoin for the last 3 month as much as possible to hold on long distance in my tangem wallet because as per my analyses the price will go up to at least 100k in few years so i do not want to lose my chance to earn profit,neutral
magnifique vidéo hermès merci de ton point de vue,positive
my wife and i eat the candy every sunday i highly recommend it it is wonderful,positive
interviews should be changed to gettoknow you meets people will be totally chill if you could talk in person in some cafe or a restaurant introverts should be given a chance too ,positive
pqp que remix perfeito,neutral
i wish the volume was better other than that good movie,neutral
once youre fired from your job you cant take documents off the premises,negative
i take deep exception with the image of ozzy osborne being used as an example of celebrity not known for what they do ozzy is a veritable treasure and god of music how dare you right after the kardashians really wtf,negative
i cut off tip of my thumb and it regrew i was told it was because i retained nail bed which produces stem cells it was incredible process there was nothing to stitch shut no skin and couldnt reattach tip so they used a special material on it for a while removing that was horrifying but there isnt even any scar tissue and my finger print grew back too however the nerves didnt fair quite as well it has that asleep pins and needles feeling to it so i did physical therapy to get used to fine motor tasks and its pretty much normal now i wonder if animals new limbs have less sensitivity too though ,negative
what a great and simple explanation you have helped a ton thank you,positive
is this original footage or from somewhere else regardless it looks freakin fantastic the editing is superb,positive
bài của buffalove thực sự quá hay đi ạ em replay từ lúc chương trình được up trên youtube đến giờ vẫn chưa chán thêm a viruss react đệm piano nữa nghe càng bánh cuốn hơn ạ 3,neutral
nice quality,positive
yea it sucked to watch my portfolio tank in real time but i also knew that while stocks lose 36 on average in bear markets they gain 114 in bull markets so i ignored the news kept buying more index funds and waited millionaire in 2025 talking about investing in 2022,negative
i found myself in several of those steps and i was already working on solutions for each of those well done thomas for putting those feelings into words so clearly,positive
this is such a great feature,positive
ghosts the next day omg guys mrbeast was in the building last night,neutral
i answered 52 questions in 1 minute i got all of them wrong though,neutral
the trouble with the holographic notion is pov point of view on the one hand and photon density on the other …… then if we had three or more hands all of the substance that can’t be “projected” and of course light speed having said that i do agree that all of the forces are actually expressions of the same phenomenon that being the interaction of matter energy with the higgs field at the plank scale to my thinking this interaction elevates the energy level of the field proportional to the interacting mass and this is gravity the energy level of which creates the effect of the curvature of space so that is another effect that cannot be projected as a hologram,neutral
хорошие фокусыглавное что веселыемолодцы,neutral
thank you so much for watching don’t forget to drop a like if you enjoyed and subscribe for more,positive
the kid explained physics very well for that man glad he shared his knowledge,positive
katt has always said what he thought was happening in this country whether you like it or not he was right on about biden and obama i didn’t fall out of my chair laughing but he was right on,positive
as a brazilian i must thank you for this wonderful job you have done in portuguese im a really good writer but when comes to english i just cant keep the quality my very first time taking the sat i get 23 wrong in the writing section however at khan academy in the last practice test that i take im getting 33 rights with frequency which makes me really happy after that video i finally understood some keys concepts such as semicolons which im sure can give me more 34 rights im going to take my second and last sat on this saturday so im studying hard to do well and get some financial aid thanks teacher sure you had been helping a lot of teenagers and now im one of them thanks,positive
that og 360 startup was sooo fresh as a kid,positive
clear information clarify every important point cover all topics thanks krish i participated you live session also ,positive
that fake training tip has given me an epiphany about everything i do in life thank you levy,positive
no need na mag asukal diet is the key,positive
gamepass is such an amazing servicei mean at first it was ok but now and next year …wowcan’t wait for all these games to release day one,positive
i feel a bit ripped off by the cape i bought both versions of the game but bedrock edition on the xbox and java well on a pc i still bought both versions since windows 10 and xbox are the exact same but i will not be getting the cape since you had to buy windows 10 and xbox separately meaning they see them as two different items though it’s the exact same version of the game just different platforms edit they are indeed the same email of course though they might hopefully surprise me and this is just a worry about nothing,positive
this looks much better than the first wave waluigis pinball and mushroom gorge make the whole expansion worth it,positive
we need chandler together with jimmy and chris on this channel more often,neutral
the fact that balan wonderworld and breath of the wild came out 4 years apart and both cost 60 makes me unbelievably sad,negative
oppo did oneplus so dirty  heart breaks for oneplus fans rip oxygen os and oneplus,negative
that forward flip where he partially vaults off the other player is amazing even if you could practice for a thing like that itd still be hard to pull off,positive
that’s sad,negative
my boy is a fully fledged celebrity glad to watch another one of your videos,positive
meanwhile siri can’t even complete a simple task like playing my podcasts for me without asking 3 or 4 times,negative
gusto kita gusto kita gusto kita gusto kita alam mo na gusto kita giliw di mapigil ang bugso ng damdamin ko kung mapapaamin mo amin mo giliw nagpapahiwatig na sayo ang damdamin kong napagtanto na gusto kita gusto kita gusto kita gusto kita gusto kita nagbabadya ang hangin na nakapalibot sakin tila merong pahiwatig akoy nananabik di naman napilitan kusa na lang naramdaman ang di inaasahang pagugnay ng kalawakan ibon sa paligid umaawitawit natutulala sa nakakaakitakit mong tinatangi napapangiti mo ang aking puso giliw di mapigil ang bugso ng damdamin ko kung mapapaamin mo amin mo giliw nagpapahiwatig na sayo ang damdamin kong napagtanto na gusto kita mmhhmm hindi ko alam kung saan ko sisimulan binibigyang kulay ang larawan na para bang ikaw ang nagiisang bituin nagsisilbing buwan na kapiling mo sa likod ng mga ulap ang tayo lamang ang tanging magaganap ibon sa paligid umaawitawit natutulala sa nakakaakitakit mong tinatangi napapangiti mo ang aking puso giliw di mapigil ang bugso ng damdamin ko kung mapapaamin mo amin mo giliw nagpapahiwatig na sayo ang damdamin kong napagtanto na gusto kita gusto kita gusto kita gusto kita gusto kita gusto kita gusto kita,neutral
great video as always you make 20 minutes seem like 5 minutes by being so entertaining and informative,positive
prior to the 652 mark of your video i was amazed you two were both still blitzing out your moves then the reveal,positive
4400 props to shaan for being honest about his lack of game most people would try to embellish their pick up skills,neutral
wow i watched summerfest and was like wtf this could of been sent out in an email this show blew it out of the water so many gampass games to actually look forward to hopefully these games actually deliver in the hype,positive
yo gonth love your channel and i love you vids they have been helping me through lockdown keep it up man ,positive
até que enfim que escutamos alguém que não quer matar alguém boa o que está menos bem no meio disso tudo são as interrupções com os anúncios de publicidade não há bela sem senão pois tá claro isto é pessoal que sabe o que está a fazer,neutral
mr beast eats 70000 pizza me thinks pizza hut is expensive,negative
thank you so muchh for your great sharing its really useful for me since i just started learning data analysis for my career change really love the content 3,positive
one day when im older and i open up my café i hope that i can be playing this there have a good rest everyone thank you youtuber who made this rest up and sleep tight everyone byebye,positive
em đang có một thắc mắc thế này ạ mong a trả lời chả là e vừa thi đại học xong mà bây h e đang có định hướng là học cntt thì không biết có nên mua con macbook pro m1 2020 không ạ,neutral
qué más se puede pedir si 111 el diálogo es inteligente los personajes están muy bien desarrollados el manejo de cámara es brillante y las actuaciones son fantásticas kristoff gracias por tan buena recomendación ,positive
hello ive been watching this youtube channel a lot and found it really helpful if you dont mind me asking a simple question is it quite common to solve normal algorithm coding test the one that for swe for usual for a ds interview thank you,positive
it’s awesome to see how far your zoo has come it looks amazing but i think your macaws would be a lot happier in a larger enclosure,positive
hurdleskicks a man is one of the best calls of all time,positive
i used to think that complicated math is useless but im starting to get the point now thank you,neutral
i’m actually hyped for lies of p and it’s day one on game pass man next years is going to be a crazy year for games,positive
703 one of the most scariest encounters ever,negative
she’s so beautiful with and without makeup it’s so nice to see a young celebrity that doesn’t look overdone with the fillers and plastic surgeries i think she has a gorgeous face and skin and also she has this vibe that seems so nice and so down to earth,positive
dude didnt even care much to study and still got a perfect score hes a natural genius,positive
mark thank you for the content that you bring us it makes me appreciate how i was raised by my parents and will be forever grateful for their sacrifices,positive
what was your favorite personal finance tip from the video,neutral
bravo subtrist bravo i hope you live the best life ever lived my man,positive
as a software engineer i cannot help but be amazed at how you managed to break the information down clearly and logically to its most important components while still being completely excited and in awe of the stuff you are talking about my old professors and teachers could seriously learn a thing or two from you,positive
“learn the rubix cube in 10 min” 3 hours of going back 10 seconds later edit i’d just like to announce that i have done the “impossible” and solved the cube if someone such as myself can then i’m more than hopeful whoever reads this is capable of doing the same,positive
this is one of the best videos youtube has to offer i come back to it every year or so and it is still amazing,positive
thanks professor its noticeable that you put on the effort to put things in context very good,positive
the analogy of the safe basically explains rsa encryption its very easy to stick paper into the slit encrypt your message using the public key but without knowing the combination of the safe the two prime numbers the key is composed of its impossible to get your message back if someone can correctly decrypt a message you encrypted with a public key they proved to know the two prime numbers,neutral
i would love a multiplayer classic doom type of game that would be dope,positive
you reading this you who commented you who just read through and scrolled thank you hang in there were strangers but i’m glad youre alive pull through okay you got this ,positive
im a computer science major and a few months away for graduation your videos have helped me out great job keep it up,positive
so much truth in one video my philosophy teacher who is a very intelligent and beautiful woman showed us this as part of the course but afterwards she was really emotional because she didnt want to mark our creative essays anymore but she had to because of the system shed rather just read all we create and give comments and enjoy it but the grading ruins it all,neutral
the new terastal gimmick looks awesome,positive
i actually like that you keep it real and don’t scream and shout it’s gets a bit scripted and i feel some people do it for the younger audience which is like the equivalent of offering them candy to get in a van,positive
someone wanted to take him out but ended up hurting him one million times more,negative
hey gibi i dont know if youll even see this but i really appreciate your videos i went through something very sad and difficult 4 months ago yesterday i wont explain what im going through and how i feel mainly because i dont think i can find the words to describe it anyways i just started watching your videos a couple days ago and your content is the only thing that has managed to calm me down enough to sleep thank you so much ,positive
funny enough mukbangers claim viewers “love to hear smacking” yet any comments i read contain complete disdain for the sound never “loved all the loud openmouthed heavy breathing is this vid” ,negative
then they mix it all together god she was too happy about that haha i give points to celine for being so grateful celine is so precious 3,positive
i think fake it till you make it is really important when it comes to confidence you need to practice it in order for it to start coming naturally appearing confident even when you dont feel confident i believe can prevent confrontation or becoming a victim in some circumstances,positive
i did a report in linear algebra discussing using adjacency matrices to find paths from any point to any other point by raising matrices to their power step by step i managed to make it work for minimum hop count and shortest path between two points unfortunately it doesnt solve the tsp because it does not go back to it starting point only that it can hit every point we had another idea of using something similar to what we called gravitic weighting to image creating the shortest path by picking any point and then lifting it and seeing the other points fall based upon distance we ran into problems with pruning of ineffecient routes if we could identify routes that were not going to be used we think it would have worked unfortunately our advisor didnt seem to care to help us at all to him tsp was just an impossible problem and we were waisting our time,neutral
i’m 35 and watching this in 2020 because i never took a chemistry class in high school or college thank you so much for making it so easy to understand can’t wait to watch the rest of your videos,positive
no clooney but this is a good movie ,positive
timestamps 0000 0643 — introduction 0644 1152 — what is chemistry 1153 1902 — what is an atom 1903 2334 — what is a molecule 2335 2600 — what is a chemical reaction 2601 2710 — what is an element 2711 3033 — what is a compound 3034 3212 — what is a mixture 3213 3427 — what is a homogeneous mixture 3428 3558 — what is a heterogeneous mixture 3559 3814 — end,neutral
at this point i don’t think his credit card company cares anymore,negative
i cannot believe how sherika closed that gap what a race well done terry to hold her off,neutral
me encanta sus canales se nota que tienen bonita relación de hermanos  ademas cuando hacen colaboración me gusta que se comparten las cosas y el diferente estilo que tienen de asmr mukbang,neutral
essa ta braba mano tiësto só música de qualidade,neutral
“i like national security documents that didn’t have to be rescued from an expresident’s club basement by the fbi”,neutral
it would have been cool if they had incorporated what the last intel 16” model had where you can change the refresh rate up to 60hz not great but i would assume that would help with battery having lower refresh rate than the standard if you’re viewing movies it sucks that apple has made that limitation but is that a limitation on the thunderbolt or soc  i feel that the argument that many people don’t use a dual monitor setup is not really true especially in the work place my sister uses dual monitors working from home and she uses one of those miniwork towers the thing that tempts me the most about the air is the weight portability and the amount of power given specific specs it’s more or less wellrounded however if i’m bumping up the storage and unified memory i wouldn’t be that far off from the m1 pro 14” macbook pro price strangely the 14” would be lighter than my current and very outdated 2012 13” nonretina macbook pro  the only cool thing about that model is the upgradability but even that is a novelty that’s losing it’s veneer over the years given the limited options to upgrade to i’m hanging onto it as my backup computer really ought to start saving for a more uptodate laptop the smudging thing is annoying from what i see it’s an awesome color but having to clean it that often is not enticing to me at all besides the size portability and power not having a loud fan spinning in there is another thing that i’ve yet to experience at work i work with desktop towers and i’m used to the noise i suppose,negative
your designs creativity are simple but very effective extraordinary i wont of thought about them i love all,positive
chalo mai bhi likh deta hu pj never disappoints  btw sach mein nhi karta ye banda disappoint ,neutral
hopefully we get something for botw2 probably more of mxr2 maybe a small bit for sv finally some good news to make the week better,positive
i’m relocating to tamil nadu just to vote for this guy could he lead a national resistance in a few years ,positive
level 2 my knowledge before a test level 5 what my classmates are discussing before a test,neutral
wow this guy is such a remarkable minister and a breath of fresh air in a political scenario filled with religious politics and limitless screaming at each other tamil nadu citizens made the right choice,positive
love the good vibes ,positive
i hate to say it and i hope i don’t sound ridiculous but i don’t know who this man is i mean he could be walking down the street and i wouldn’t know a thing sorry to this man,negative
i love your animals and your content,positive
perfeita amo essa música ,positive
i love how apple is now just always playing catch up with samsung samsung first had like 4 or 5 models of each flagship phone whereas apple just had 2 the small one and the big one now they have 4 different models samsung decided to go with a hole punch in the screen for the selfie camera and apple decided to screw everyone with that ugly cutout at the top now theyre going with a hole punch,neutral
level 1 child 0038 level 2 teen 0328 level 3 college student 0612 level 4 grad student 1156 level 5 expert 1706,neutral
respekte nga shqipet e tetovës ,positive
jimmy always comes up with the most edited and well made reaction vids ever,positive
personally im stoked for the family plan,positive
with the combination of animals organs countries and styles of cooking i love how sonny would never run out of content like this ,positive
this video was funny as shit the long drawn out trolling is funnier imo,positive
